Date;1st Doses of Vaccine 1;2nd Doses of Vaccine 1;1st Doses of Vaccine 2;2nd Doses of Vaccine 2;1st Doses of Vaccine 3;2nd Doses of Vaccine 3;1st Doses of Vaccine 4;2nd Doses of Vaccine 4;
02-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
02-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
03-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
03-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
03-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
03-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
03-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
03-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
04-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
04-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
04-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
04-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
04-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
04-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
05-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
05-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
05-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
05-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
05-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
05-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
06-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
06-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
06-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
06-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
06-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
06-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
07-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
07-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
07-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
07-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
07-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
07-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
08-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
08-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
08-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
08-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
08-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
08-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
09-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
09-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
09-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
09-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
09-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
09-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
10-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
10-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
10-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
10-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
10-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
10-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
11-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
11-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
11-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
11-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
11-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
11-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
12-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
12-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
12-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
12-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
12-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
12-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
13-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
13-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
13-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
13-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
13-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
13-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
14-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
14-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
14-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
14-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
14-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
14-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
15-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
15-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
15-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
15-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
15-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
15-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
16-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
16-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
16-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
16-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
16-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
16-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
17-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
17-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
17-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
17-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
17-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
17-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
18-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
18-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
18-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
18-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
18-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
18-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
19-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
19-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
19-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
19-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
19-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
19-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
20-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
20-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
20-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
20-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
20-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
20-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
21-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
21-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
21-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
21-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
21-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
21-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
22-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
22-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
22-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
22-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
22-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
22-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
23-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
23-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
23-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
23-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
23-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
23-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
24-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
24-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
24-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
24-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
24-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
24-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
25-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
25-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
25-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
25-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
25-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
25-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
26-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
26-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
26-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
26-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
26-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
26-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
27-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
27-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
27-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
27-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
27-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
27-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
28-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
28-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
28-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
28-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
28-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
28-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
29-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
29-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
29-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
29-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
29-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
29-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
30-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
30-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
30-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
30-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
30-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
30-Nov-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
01-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
01-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
01-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
01-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
01-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
01-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
02-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
02-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
02-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
02-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
02-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
02-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
03-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
03-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
03-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
03-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
03-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
03-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
04-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
04-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
04-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
04-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
04-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
04-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
05-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
05-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
05-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
05-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
05-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
05-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
06-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
06-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
06-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
06-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
06-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
06-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
07-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
07-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
07-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
07-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
07-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
07-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
08-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
08-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
08-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
08-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
08-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
08-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
09-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
09-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
09-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
09-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
09-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
09-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
10-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
10-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
10-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
10-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
10-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
10-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
11-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
11-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
11-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
11-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
11-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
11-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
12-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
12-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
12-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
12-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
12-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
12-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
13-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
13-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
13-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
13-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
13-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
13-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
14-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
14-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
14-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
14-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
14-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
14-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
15-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
15-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
15-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
15-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
15-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
15-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
16-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
16-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
16-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
16-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
16-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
16-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
17-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
17-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
17-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
17-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
17-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
17-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
18-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
18-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
18-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
18-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
18-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
18-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
19-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
19-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
19-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
19-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
19-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
19-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
20-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
20-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
20-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
20-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
20-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
20-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
21-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
21-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
21-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
21-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
21-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
21-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
22-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
22-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
22-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
22-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
22-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
22-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
23-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
23-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
23-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
23-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
23-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
23-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
24-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
24-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
24-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
24-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
24-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
24-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
25-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
25-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
25-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
25-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
25-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
25-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
26-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
26-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
26-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
26-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
26-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
26-Dec-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
27-Dec-2020;598.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
27-Dec-2020;1795.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
27-Dec-2020;2992.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
27-Dec-2020;4189.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
